report_date,efetivo,recursos,incendios,outras,notes,version,shift
2023-08-01,[],[],"[{""municipio"":""Boca Do Acre"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Labrea"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":1,""incendio_florestal"":12,""total_ocorrencias"":13,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Airao"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Aripuana"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-02,[],[],"[{""municipio"":""Autazes"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Boca Do Acre"",""incendio_urbano"":0,""incendio_florestal"":2,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Borba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Humaita"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Labrea"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":1,""incendio_florestal"":0,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manicore"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto Da Eva"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefe"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-03,[],[],"[{""municipio"":""Boca Do Acre"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Borba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Labrea"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Aripuana"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-04,[],[],"[{""municipio"":""Apui"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Boca Do Acre"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Borba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Humaita"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Labrea"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":2,""incendio_florestal"":0,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Airao"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto Da Eva"",""incendio_urbano"":0,""incendio_florestal"":2,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-05,[],[],"[{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":2,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Labrea"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":1,""incendio_florestal"":12,""total_ocorrencias"":13,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manicore"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Airao"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-06,[],[],"[{""municipio"":""Apui"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Boca Do Acre"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Borba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Humaita"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Labrea"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":3,""incendio_florestal"":7,""total_ocorrencias"":10,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefe"",""incendio_urbano"":1,""incendio_florestal"":1,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-07,[],[],"[{""municipio"":""Boca Do Acre"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Borba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Humaita"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Labrea"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":2,""incendio_florestal"":10,""total_ocorrencias"":12,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manicore"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":1,""incendio_florestal"":0,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-08,[],[],"[{""municipio"":""Apui"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Borba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Humaita"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Labrea"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":1,""incendio_florestal"":13,""total_ocorrencias"":14,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manicore"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Airao"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-09,[],[],"[{""municipio"":""Boca Do Acre"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":1,""incendio_florestal"":2,""total_ocorrencias"":3,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manicore"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefe"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-10,[],[],"[{""municipio"":""Apui"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Boca Do Acre"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Humaita"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Labrea"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":3,""incendio_florestal"":5,""total_ocorrencias"":8,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manicore"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-11,[],[],"[{""municipio"":""Boca Do Acre"",""incendio_urbano"":0,""incendio_florestal"":3,""total_ocorrencias"":3,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Humaita"",""incendio_urbano"":0,""incendio_florestal"":2,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Labrea"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":0,""incendio_florestal"":9,""total_ocorrencias"":9,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Airao"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-12,[],[],"[{""municipio"":""Manaus"",""incendio_urbano"":0,""incendio_florestal"":10,""total_ocorrencias"":10,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manicore"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-13,[],[],"[{""municipio"":""Apui"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Humaita"",""incendio_urbano"":0,""incendio_florestal"":3,""total_ocorrencias"":3,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":1,""incendio_florestal"":8,""total_ocorrencias"":9,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manicore"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-14,[],[],"[{""municipio"":""Boca Do Acre"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":2,""incendio_florestal"":11,""total_ocorrencias"":13,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manicore"",""incendio_urbano"":0,""incendio_florestal"":2,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-15,[],[],"[{""municipio"":""Boca Do Acre"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Humaita"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":2,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Labrea"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":2,""incendio_florestal"":4,""total_ocorrencias"":6,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Airao"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefe"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-16,[],[],"[{""municipio"":""Boca Do Acre"",""incendio_urbano"":0,""incendio_florestal"":2,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Humaita"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":3,""total_ocorrencias"":3,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":5,""incendio_florestal"":6,""total_ocorrencias"":11,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manicore"",""incendio_urbano"":0,""incendio_florestal"":2,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":2,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
2023-08-17,[],[],"[{""municipio"":""Boca Do Acre"",""incendio_urbano"":0,""incendio_florestal"":2,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Humaita"",""incendio_urbano"":0,""incendio_florestal"":2,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Labrea"",""incendio_urbano"":0,""incendio_florestal"":4,""total_ocorrencias"":4,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":1,""incendio_florestal"":2,""total_ocorrencias"":3,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manicore"",""incendio_urbano"":0,""incendio_florestal"":2,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: BASE 2023.xlsx | aba BASE 2023.,1,noturno
